451f3300-ea98-4941-a77e-31f6cc80cbeb;Uniwersytet Jana Kochanowskiego w Kielcach
456ee281-d8ed-49d6-9be7-4dab317610fb;Instytut Informatyki Teoretycznej i Stosowanej Polskiej Akademii Nauk
48cf3dc9-f437-4aca-aa8a-a5d9f404a7c4;Małopolska Uczelnia Państwowa im. rotmistrza Witolda Pileckiego w Oświęcimiu
4e642ca4-5fc5-490f-b021-ce2a453fc2e4;Małopolska Wyższa Szkoła Ekonomiczna z siedzibą w Tarnowie
4e6a4738-94c8-43ff-a800-3747632ca950;Politechnika Częstochowska
5011bcd5-dfb1-41ed-84b0-5bd51ce0832c;Uniwersytet Łódzki
5042c377-e340-4a6c-86f2-b1e177dfa9a2;Wyższa Szkoła Turystyki i Ekologii w Suchej Beskidzkiej
50d13b6e-9320-4240-898f-6aca15728a1f;Uniwersytet Rzeszowski
511d4dfc-574e-4801-af14-e99dc24f8209;Uniwersytet Warszawski
511f81bf-1097-4e3d-905f-7df8bf7a67c5;Instytut Geofizyki Polskiej Akademii Nauk
521ce6da-8ebb-47a5-90fe-3832685b75f9;Politechnika Warszawska
5714bcce-ef38-47d5-a3f2-52ada93b82bf;Państwowa Wyższa Szkoła Zawodowa w Nysie
58dcc6b4-cc40-4c1f-ad2d-46bc7fa9f3b5;Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach
5a73a57e-4f35-48f6-b473-e750b9ed2816;Wyższa Szkoła Umiejętności Społecznych im. prof. Michała Iwaszkiewicza
5d6c2944-921b-45cb-afa3-d2518eeabac7;Uniwersytet Ekonomiczny we Wrocławiu
61053439-1457-4be3-88c9-5faecc430cda;Uczelnia Jana Wyżykowskiego
62b1bfdd-fc86-44b6-8f44-098cdc87f941;Szkoła Główna Służby Pożarniczej
63374761-1ae0-43c0-9fa0-dd7d530ea4ab;Politechnika Rzeszowska im. Ignacego Łukasiewicza
64a24d7d-5536-4432-acdb-c97d185dd5d2;Wyższa Szkoła Ekonomiczno-Humanistyczna w Bielsku-Białej
69309128-a485-48bf-b8fb-006187190299;Akademia WSB
6c713100-70da-4346-9836-92ba3723e52a;Instytut Podstaw Informatyki Polskiej Akademii Nauk
6fc3859a-c979-4e11-a81a-6d1df51e8be9;Wyższa Szkoła Biznesu - National Louis University z siedzibą w Nowym Sączu
70161bb7-629d-46ab-9c91-cc91851ed886;Uniwersytet Przyrodniczy we Wrocławiu
71240695-c0d4-48f6-b789-99ded7500424;Państwowa Wyższa Szkoła Techniczno-Ekonomiczna im. ks. Bronisława Markiewicza w Jarosławiu
7239e7b0-ee36-47b3-a0bf-782dbf37389b;Wyższa Szkoła Bankowa w Warszawie
7378cc77-2cc5-4298-842e-0fbd617ea784;Wyższa Szkoła Ekonomiczna w Stalowej Woli
76e7e103-e39c-48d6-8aa2-8fde70c50563;Politechnika Gdańska
794ef8e5-f723-4f79-b710-8612c20f3f6d;Politechnika Białostocka
7a7e1b21-0684-43f6-a0d6-5404df34ac74;Politechnika Krakowska im. Tadeusza Kościuszki
7b0ab8cc-4a9c-4409-a081-852409a0c9eb;Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej
7fe045d3-8e37-4760-b8db-075f13a6dce9;Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie
82d9ae49-c04f-4383-a846-9f1091a57cfa;Uniwersytet Opolski
835ac4bc-3b1c-4d79-a10f-843bc54be4ef;Staropolska Szkoła Wyższa w Kielcach
8395c169-9930-4090-acb2-320b9203f249;Wyższa Szkoła Bankowa we Wrocławiu
8a2706f6-8163-4308-939d-e9d29bba9654;Karpacka Państwowa Uczelnia w Krośnie
8aa07e44-7836-47a0-aa6c-eda8704bfacc;Podhalańska Państwowa Uczelnia Zawodowa w Nowym Targu
8b0e6027-66e8-4ba2-8f04-552b398f1d8c;Wyższa Szkoła Informatyki i Zarządzania im. Prof. Tadeusza Kotarbińskiego z siedzibą w Olsztynie
8c8aabb6-fc72-4e4e-bb15-218703aa9f43;Politechnika Opolska
919617f6-b49f-4075-b60b-465136e8dcb3;Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie
93316717-c30b-4ab1-9f32-f95eef75f238;Zachodniopomorska Szkoła Biznesu w Szczecinie
94e6dfa9-16c3-4447-aa48-59aa5351d12b;Państwowa Wyższa Szkoła Zawodowa w Raciborzu
96a58ef3-d4b3-4384-b9e4-4792d490536f;Instytut Matematyczny Polskiej Akademii Nauk
96c79196-1b58-4e85-88ce-1bf80ca9e2a4;Warszawska Szkoła Zarządzania - Szkoła Wyższa w Warszawie
9d1eca9c-696f-4908-b65b-8c54eadeb76e;Polsko-Japońska Akademia Technik Komputerowych
9d3664e2-2c7a-448a-9fb2-278de61e6136;Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie
9e04afdc-5fef-43e3-a5d0-6050e5afbe7f;Państwowa Uczelnia Zawodowa im. Ignacego Mościckiego w Ciechanowie
9eec5244-9085-4de9-9ad9-a77b7ad693bc;Uniwersytet im. Adama Mickiewicza w Poznaniu
a013df22-d5c5-4871-849c-69e8c6e7e912;Uniwersytet Marii Curie-Skłodowskiej w Lublinie
a029c48a-4b25-4ee7-bae6-8296a405206b;Wyższa Szkoła Przedsiębiorczości i Administracji w Lublinie
a0434e0e-cd55-409e-9dca-3acce9086e8e;Uczelnia Państwowa im. Jana Grodka w Sanoku
a38a9162-5445-4322-9fe7-21ec91508ec7;Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu
a615aecb-b546-472b-93d9-813564c4b50d;Państwowa Wyższa Szkoła Wschodnioeuropejska w Przemyślu
aa3c4635-ddb3-465a-b158-2256e5823248;Wyższa Szkoła Administracji i Biznesu im. Eugeniusza Kwiatkowskiego w Gdyni
aaa74363-79c4-4585-a3f5-1f369070fd0a;Wyższa Szkoła Kultury Społecznej i Medialnej w Toruniu
ab10bc52-ae3d-43c0-a564-f9717a5abf32;Olsztyńska Szkoła Wyższa
abcd38c3-bc4b-4b17-8dcf-9210f0fba35e;Uniwersytet Szczeciński
ad77ae28-a912-4f87-8be3-40ac466442c8;Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy
add982ff-1e14-4375-84f5-07977f9fd994;Wyższa Szkoła Bankowa w Poznaniu
aee66fdd-cc30-4ef1-95ea-91a5a6d168d1;Uniwersytet Kazimierza Wielkiego w Bydgoszczy
af3897e6-5183-462d-8b0b-b6a6469b5fda;Instytut Fizyki Plazmy i Laserowej Mikrosyntezy
b26a6014-ae33-445c-9ff8-49216dbc5587;Politechnika Koszalińska
b3bb5ead-3f26-4467-8a96-2bc0aec0bd3c;Wyższa Szkoła Społeczno-Gospodarcza z siedzibą w Przeworsku
b5db43b9-b076-4a54-8075-1642b7c9fe89;Uniwersytet Śląski w Katowicach
b8378660-1504-42e6-9e89-fd4a860e1499;Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego
bc05e3e9-35c4-47a4-be34-d13dd35fd0bf;Uniwersytet Przyrodniczy w Lublinie
becb0b4c-82d4-43a3-8673-2e07bf987463;Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie
c10b9c4e-c1a9-40f3-af77-964c8c1971e2;Wyższa Szkoła Biznesu i Przedsiębiorczości w Ostrowcu Świętokrzyskim
c1344d9d-7e2f-4a2f-af85-3bc12dae9929;Instytut Historii Nauki imienia Ludwika i Aleksandra Birkenmajerów Polskiej Akademii Nauk
c1ace867-f745-40ef-a300-04f736b3372c;Uniwersytet Wrocławski
c2e40008-ad66-4712-8be8-e06fa7235fd2;Akademia Pomorska w Słupsku
c5418c63-337f-479d-abdb-269833bcd0b0;Wielkopolska Wyższa Szkoła Społeczno-Ekonomiczna w Środzie Wielkopolskiej
c7c10a2a-f381-4dc2-8511-53400ceb4a90;Szkoła Główna Handlowa w Warszawie
ccc24230-94bd-4fab-9b88-dca9652e52c7;Państwowa Wyższa Szkoła Zawodowa w Nowym Sączu
ce192410-f971-477b-8451-69e8d63b5f18;Państwowa Wyższa Szkoła Zawodowa w Elblągu
d0155bd9-09cf-474a-b10c-51a4b46c9d57;Uniwersytet w Białymstoku
d2b78be5-640c-4efd-870a-a0e84067d609;Politechnika Śląska
d521e56b-c925-4b88-ada3-5a6ecec4f59b;Collegium Mazovia Innowacyjna Szkoła Wyższa w Siedlcach
d521ee64-660a-45c4-8a84-ffd99e99148d;Instytut Techniczny Wojsk Lotniczych
d5afbb30-c241-4c4a-b4c0-ac5660e3d385;Uniwersytet Ekonomiczny w Poznaniu
d5f072fd-5060-4d4e-84cd-e0313f85459f;Akademia Leona Koźmińskiego w Warszawie
d8ce144a-93fb-4475-95d8-94e322e3a8fb;Wyższa Szkoła Menedżerska w Warszawie
da0ac62d-5d43-4dc7-9c81-91eeb926e78e;Wyższa Szkoła Technologii Informatycznych w Katowicach
dacccb40-e3e3-4113-a28e-54c4a59d550e;Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach
db46d396-2d15-4421-801c-e9db04debfb2;Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie
dbdda9a7-f6f7-44e8-af1d-9863e2256ca3;Politechnika Wrocławska
df584ad3-5474-4618-812a-2e10b03b48c0;Państwowa Wyższa Szkoła Zawodowa w Tarnowie
e05ed102-dfb3-43e6-a961-484a5124a4f6;Wyższa Szkoła Handlowa we Wrocławiu
e089e89f-100d-4446-96ca-e31f5d670002;Zachodniopomorski Uniwersytet Technologiczny w Szczecinie
e2ac2314-9c03-4226-a5e2-a3739b3b76a8;Wyższa Szkoła Finansów i Prawa w Bielsku-Białej
e59bcbe2-3973-411f-90f4-ab1fa4cf09fb;Państwowa Wyższa Szkoła Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach
e6ca39d1-feb1-42d3-8722-a361a8bd83b5;Wyższa Szkoła Ekologii i Zarządzania w Warszawie
e8c292f9-7b79-4d42-8480-d0c7f7a5787b;Akademia Kaliska im. Prezydenta Stanisława Wojciechowskiego
ea6c2a5f-cea7-406c-84ca-cb69452fa94e;Akademia Techniczno-Humanistyczna w Bielsku-Białej
ec799b31-2b67-4e3d-b91b-d4bb28f41d43;Uniwersytet Jagielloński w Krakowie
ef468625-bba7-4557-8b5b-d6caea8d296c;Akademia Muzyczna im. Ignacego Jana Paderewskiego w Poznaniu
f3afb96b-3be4-453c-bf67-d5dccba3d1cc;Uniwersytet Gdański
f4917bad-6a85-48c1-9a75-2fe026698665;Państwowa Wyższa Szkoła Zawodowa w Chełmie
f4dd5e8d-c071-4ec2-a048-faf9c2aae76d;Wyższa Szkoła Ekonomii i Innowacji w Lublinie
f52e68ce-dec2-43cf-a874-16b7005d6932;Uniwersytet Morski w Gdyni
f7e601ae-54e7-401b-812a-2c1217720a8b;Politechnika Świętokrzyska
f8282d52-9e6b-4cd9-86ef-06bd543460ce;Europejska Uczelnia w Warszawie
f8d0b933-97be-4910-b110-2b76fc6198f6;Akademia Wojsk Lądowych imienia generała Tadeusza Kościuszki
fa448bd2-74d9-47de-b11b-eba7e1938d12;Politechnika Łódzka
fb0b716b-b98a-4c7a-a0bd-40c352f67d34;Mazowiecka Uczelnia Publiczna w Płocku
fe0251f2-3765-4045-91af-9e1b55dbd752;Instytut Badań Systemowych Polskiej Akademii Nauk
fea43f3f-0e69-4f13-aaa3-d651e479abf8;Akademia Sztuki Wojennej
